ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
AYGR,medium_airport,Girua Airport,-8.80453968,148.3090057,311,OC,PG,PG-NPP,Popondetta,AYGR,PNP,
AYGS,small_airport,Gasuke Airport,-6.1028,141.7393,157,OC,PG,PG-WPD,Gasuke,AYGS,GBC,GSK
AYHB,small_airport,Habi Airport,-6.32,142.4893,993,OC,PG,PG-WPD,Habi,AYHB,HBD,HABI
AYHE,small_airport,Heiweni Airport,-7.4223,146.4276,3480,OC,PG,PG-MPL,Heiweni,AYHE,HNI,HWI
AYHH,small_airport,Honinabi Airport,-16.2457,142.1771,452,OC,PG,PG-WPD,Honinabi,AYHH,HNN,HBI
AYHK,medium_airport,Kimbe Airport,-5.462170124,150.4049988,66,OC,PG,PG-WBK,Hoskins,AYHK,HKN,
AYHO,small_airport,Haivaro Airport,-6.9406,143.059,180,OC,PG,PG-GPK,Haivaro,AYHO,HIT,HWO
AYII,small_airport,Imane Airport,-6.7524,146.1072,3860,OC,PG,PG-MPL,Imane,AYII,IMN,IMN
AYIM,small_airport,Kungim Airport,-5.671,141.03,349,OC,PG,PG-WPD,Kungim,AYIM,KGM,KNM
AYIO,small_airport,Imonda Airport,-3.328,141.1573,990,OC,PG,PG-SAN,Imonda,AYIO,IMD,IMO
AYIU,small_airport,Ialibu Airport,-6.2782,143.9944,6736,OC,PG,PG-SHM,Ialibu,AYIU,IAL,IBU
AYJO,small_airport,Yongai Airport,-8.5289,147.4603,6500,OC,PG,PG-CPM,Yongai,AYJO,KGH,YON
AYKA,small_airport,Losuia Airport,-8.505820274,151.0809937,27,OC,PG,PG-MBA,Losuia,AYKA,LSA,
AYKG,small_airport,Kopiago Airport,-5.3883,142.4977,4445,OC,PG,PG-HE,Kopiago,AYKG,KPA,KGO
AYKI,small_airport,Kiunga Airport,-6.125710011,141.2819977,88,OC,PG,PG-WPD,Kiunga,AYKI,UNG,
AYKJ,small_airport,Kanainj Airport,-5.2903,144.7072,4064,OC,PG,PG-MPM,Kanainj,AYKJ,KNE,KNJ
AYKK,small_airport,Kikori Airport,-7.424379826,144.2500763,50,OC,PG,PG-GPK,Kikori,AYKK,KRI,
AYKM,medium_airport,Kerema Airport,-7.963610172,145.7709961,10,OC,PG,PG-GPK,Kerema,AYKM,KMA,
AYKR,small_airport,Kar Kar Airport,-4.557,145.9404,130,OC,PG,PG-MPM,Kar Kar Island,AYKR,KRX,KKR
AYKT,closed,Kieta Airport,-6.305416667,155.7281389,20,OC,PG,PG-NSB,Kieta,,KIE,KIA
AYKU,small_airport,Kuri Airport,-7.135083,143.276111,35,OC,PG,PG-GPK,Kuri,AYKU,KUQ,KURI
AYKV,medium_airport,Kavieng Airport,-2.579400063,150.8079987,7,OC,PG,PG-NIK,Kavieng,AYKV,KVG,
AYKY,small_airport,Londolovit Airport,-3.043610096,152.6289978,167,OC,PG,PG-NIK,Londolovit,AYKY,LNV,
AYLB,small_airport,Lab Lab Airport,-5.7204,148.0566,160,OC,PG,PG-MPL,Lab Lab Mission,AYLB,LAB,LAB
AYLO,small_airport,Lowai Airport,-6.3344,146.6458,2900,OC,PG,PG-MPL,Lowai,AYLO,LWI,LOW
AYMB,small_airport,Morobe Airport,-7.74,147.59,8,OC,PG,PG-MPL,Morobe,AYMB,OBM,MBE
AYMD,medium_airport,Madang Airport,-5.207079887,145.7890015,20,OC,PG,PG-MPM,Madang,AYMD,MAG,
AYMH,medium_airport,Mount Hagen Kagamuga Airport,-5.826789856,144.2960052,5388,OC,PG,PG-WHM,Mount Hagen,AYMH,HGU,
AYML,small_airport,Mougulu Airport,-6.280859,142.420775,825,OC,PG,PG-WPD,Mougulu,AYML,GUV,MGU
AYMN,medium_airport,Mendi Airport,-6.147739887,143.6569977,5680,OC,PG,PG-SHM,,AYMN,MDU,
AYMO,medium_airport,Momote Airport,-2.061889887,147.423996,12,OC,PG,PG-MRL,,AYMO,MAS,
AYMR,small_airport,Moro Airport,-6.363329887,143.2380066,2740,OC,PG,PG-SHM,Moro,AYMR,MXH,
AYMS,small_airport,Misima Island Airport,-10.6892004,152.8379974,26,OC,PG,PG-MBA,Misima Island,AYMS,MIS,
AYMW,small_airport,Marawaka Airport,-6.9736,145.8849,6050,OC,PG,PG-EHG,Marawaka,AYMW,MWG,MWK
AYNE,small_airport,Negarbo(Negabo) Airport,-6.567778,144.703058,4500,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO
AYNG,small_airport,Manguna Airport,-5.577778,151.792333,187,OC,PG,PG-EBR,Manguna,AYNG,MFO,MGA
AYNM,small_airport,Kasonombe Airport,-6.3819,146.9859,5800,OC,PG,PG-MPL,Kasonombe,AYNM,KSB,KNB
AYNO,small_airport,Nomane Airport,-6.32183,145.070667,6032,OC,PG,PG-CPK,Namane,AYNO,NMN,NOM
AYNY,small_airport,Nambaiyufa Airport,-6.2412,145.2424,5550,OC,PG,PG-CPK,Nambaiyufa,AYNY,NBA,NBF
AYNZ,medium_airport,Lae Nadzab Airport,-6.569829941,146.7259979,239,OC,PG,PG-MPL,Nadzab,AYNZ,LAE,
AYOE,small_airport,Konge Airport,-6.2239,147.2152,5900,OC,PG,PG-MPL,Konge,AYOE,KGB,KGE
AYOJ,small_airport,Oksapmin Airport,-5.2261,142.2259,5140,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,OKN
AYOK,small_airport,Komako Airport,-7.3984,145.8827,3960,OC,PG,PG-GPK,Komako,AYOK,HOC,KMA
AYOQ,small_airport,Komaio Airport,-7.2714,143.5952,28,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,KOI
AYOW,small_airport,Koroba Airport,-5.6952,142.7441,5638,OC,PG,PG-HE,Koroba,AYOW,KDE,
AYPC,small_airport,Pangoa Airport,-7.0226,141.5605,60,OC,PG,PG-WPD,Pangoa,AYPC,PGB,PGA
AYPO,small_airport,Mapoda Airport,-7.979,143.1694,45,OC,PG,PG-WPD,Mapoda,AYPO,MPF,MPO
AYPQ,small_airport,Pumani Airport,-9.7469,149.4766,427,OC,PG,PG-MBA,Pumani,AYPQ,PMN,PMN
AYPY,large_airport,Port Moresby Jacksons International Airport,-9.443380356,147.2200012,146,OC,PG,PG-NCD,Port Moresby,AYPY,POM,
AYQO,small_airport,Sopu Airport,-8.3038,147.1659,6580,OC,PG,PG-CPM,Sopu,AYQO,SPH,SOPU
AYQS,small_airport,Sialum Airport,-6.0908,147.5955,170,OC,PG,PG-MPL,Sialum,AYQS,SXA,SLU
AYRG,small_airport,Rumginae Airport,-5.897222222,141.2716667,160,OC,PG,PG-WPD,,AYRG,RMN,RMG
AYRI,small_airport,Karimui Airport,-6.4921,144.823,3640,OC,PG,PG-CPK,Karimui,AYRI,KMR,KRI
AYRM,small_airport,Maramuni Airport,-5.13,143.4829,5160,OC,PG,PG-EPW,Maramuni,AYRM,MWI,MAR
AYRV,small_airport,May River Airstrip,-4.3615,141.785,107,OC,PG,PG-ESW,May River,AYRV,MRH,MRV
AYSA,small_airport,Suabi Airport,-6.104444444,142.2783333,465,OC,PG,PG-WPD,,AYSA,SBE,SUA
AYSE,small_airport,Simberi Airport,-2.662222222,151.9977778,10,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,SBI
AYSG,small_airport,Sila Airport,-9.073555556,148.38925,2230,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,SILA
AYSH,small_airport,Sabah Airport,-5.5765,155.0489,10,OC,PG,PG-NSB,Sabah,AYSH,SBV,SAB
AYSJ,small_airport,Simbai Airport,-5.278611111,144.5447222,5804,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI
AYSO,small_airport,Selbang Airport,-5.315,141.752,5130,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL
AYTA,small_airport,Tari Airport,-5.84499979,142.947998,5500,OC,PG,PG-HE,Tari,AYTA,TIZ,
AYTB,small_airport,Tabubil Airport,-5.278610229,141.2259979,1570,OC,PG,PG-WPD,Tabubil,AYTB,TBG,
AYTI,small_airport,Tapini Airport,-8.356666667,146.9891667,3100,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP
AYTK,medium_airport,Tokua Airport,-4.340459824,152.3800049,32,OC,PG,PG-EBR,Tokua,AYTK,RAB,
AYTN,small_airport,Tekin Airport,-5.243666667,142.1651944,5785,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK
AYTP,small_airport,Tep Tep Airport,-5.9553,146.5595,7011,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP
AYTS,small_airport,Tsewi Airport,-7.0695,146.1272,4185,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE
AYTT,small_airport,Tarakbits Airport,-5.614,141.0421,281,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT
AYTW,small_airport,Tawa Airport,-7.4463,146.1067,5020,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA
AYTZ,small_airport,Tekadu Airport,-7.6808,146.5503,1310,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD
AYU,small_airport,Aiyura Airport,-6.338055556,145.9041667,5355,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU
AYUC,small_airport,Umba Airport,-7.0214,145.966,5950,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA
AYUE,small_airport,Uroubi Airport,-9.5162,148.5591,481,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO
AYUR,small_airport,Upiara Airport,-8.5411,142.6503,52,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA
AYUZ,small_airport,Uvol Airport,-6.0178,150.9557,15,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL
AYVM,small_airport,Torembi Airport,-4.0165,143.1329,90,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI
AYVN,medium_airport,Vanimo Airport,-2.697170019,141.302002,10,OC,PG,PG-SAN,,AYVN,VAI,
AYVO,small_airport,Tonu Airport,-6.6552,155.4326,300,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU
AYWB,small_airport,Wabo Airport,-6.989444444,145.0751111,132,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO
AYWD,medium_airport,Wapenamanda Airport,-5.643300056,143.8950043,5889,OC,PG,PG-EPW,,AYWD,WBM,
AYWK,medium_airport,Wewak International Airport,-3.583830118,143.6690063,19,OC,PG,PG-ESW,Wewak,AYWK,WWK,
AYWO,small_airport,Wonenara Airport,-6.796861111,145.8919444,5028,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA
AYWS,small_airport,Wasu Airport,-5.961709449,147.1982253,34,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU
AYWT,small_airport,Woitape Airport,-8.545833333,147.2525,5200,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP
AYWU,small_airport,Wau Airport,-7.345555556,146.7186111,3600,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU
AYXE,small_airport,Yeva Airport,-7.548,146.188,4510,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA
AYXI,small_airport,Sim Airport,-7.75,146.9273,5460,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM
AYY,seaplane_base,Arugam Bay SPB,6.86,81.82388889,,AS,LK,LK-5,Pottuvil,,AYY,
AYYE,small_airport,Yalumet Airport,-6.09,147.0117,2600,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT
AYYR,small_airport,Yasuru Airport,-6.6015,146.1813,1520,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS
AYZ,closed,Zahn's Airport,40.71,-73.4,,NA,US,US-NY,Amityville,,AYZ,
AZ-0001,medium_airport,Zabrat Airport,40.49554222,49.97680664,36,AS,AZ,AZ-BA,Baku,,ZXT,
AZ15,heliport,Lava Falls Heliport,36.1916008,-113.0920029,1720,NA,US,US-AZ,Supai Village,AZ15,HAE,AZ15
AZB,small_airport,Amazon Bay Airport,-10.29916667,149.3383333,12,OC,PG,PG-CPM,,,AZB,AZB
BAJ,small_airport,Bali Airport,-4.883333333,149.1333333,90,OC,PG,PG-WBK,Unea Island,,BAJ,BALI
BAP,closed,Baibara Airport,-10.3432,149.6414,15,OC,PG,PG-CPM,Nabai,,BAP,
BBG,small_airport,Branson Airport,36.532082,-93.200544,1302,NA,US,US-MO,Branson,KBBG,BKG,BBG
BCJ,closed,Baca Grande Airfield,37.96477778,-105.7766667,7620,NA,US,US-CO,Crestone,,BCJ,
BCP,small_airport,Bambu Airport,-5.863611111,146.4925,6790,OC,PG,PG-MPM,Bambu,AYBC,BCP,BAM
BCW,medium_airport,Benguera Island Airport,-21.85330009,35.43830109,,AF,MZ,MZ-I,Benguera Island,,BCW,
BCZ,small_airport,Milyakburra Airport,-13.78083333,136.2016667,85,OC,AU,AU-NT,Bickerton Island,,BCZ,YBIC
BDH,small_airport,Willmar Municipal -John L Rice Field,45.11769867,-95.13040161,1126,NA,US,US-MN,Willmar,KBDH,ILL,BDH
BDZ,small_airport,Baindoung Airport,-6.347222222,146.9422222,4400,OC,PG,PG-MPL,,AYBG,BDZ,BDO
BEA,closed,Bereina Airport,-8.64,146.5083,58,OC,PG,PG-CPM,Bereina Mission,,BEA,
BER,closed,Berlin Brandenburg Airport (U.C.),52.35138889,13.49388889,157,EU,DE,DE-BR,Berlin,EDDB,BER,
BG-HKV,small_airport,Malevo Airport,41.87179947,25.60479927,600,EU,BG,BG-26,Haskovo,,HKV,
BG-JAM,medium_airport,Bezmer Air Base,42.45489883,26.35219955,509,EU,BG,BG-28,Yambol,LBIA,JAM,
BG-SZR,closed,Stara Zagora Airport,42.72579956,26.03499985,643,EU,BG,BG-24,Stara Zagora,LBSZ,SZR,
BGAA,medium_airport,Aasiaat Airport,68.72180176,-52.78469849,74,NA,GL,GL-U-A,Aasiaat,BGAA,JEG,
BGAM,heliport,Tasiilaq Heliport,65.61229608,-37.61833549,24,NA,GL,GL-U-A,Tasiilaq,BGAM,AGM,
BGAP,heliport,Alluitsup Paa Heliport,60.46445,-45.56917,54,NA,GL,GL-U-A,Alluitsup Paa,BGAP,LLU,
BGAQ,heliport,Aappilattoq (Kujalleq) Heliport,60.14835711,-44.28691864,30,NA,GL,GL-U-A,Nanortalik,BGAQ,QUV,
BGAR,heliport,Arsuk Heliport,61.17677066,-48.41971993,66,NA,GL,GL-U-A,,BGAR,JRK,
BGAS,heliport,Ammassivik Heliport,60.5973758,-45.38244545,71,NA,GL,GL-U-A,,BGAS,QUW,
BGAT,heliport,Attu Heliport,67.94066286,-53.62186968,32,NA,GL,GL-U-A,Attu,BGAT,QGQ,
BGBW,medium_airport,Narsarsuaq Airport,61.16049957,-45.42599869,112,NA,GL,GL-U-A,Narsarsuaq,BGBW,UAK,
BGCH,heliport,Qasigiannguit Heliport,68.82281555,-51.17344737,70,NA,GL,GL-U-A,Qasigiannguit,BGCH,JCH,
BGCO,small_airport,Neerlerit Inaat Airport,70.74310303,-22.65049934,45,NA,GL,GL-U-A,Neerlerit Inaat,BGCO,CNP,
BGDU,closed,Dundas Airport,76.525,-68.8,200,NA,GL,GL-U-A,Pituffik,BGDU,DUN,
BGET,heliport,Eqalugaarsuit Heliport,60.61971965,-45.91406196,9,NA,GL,GL-U-A,Eqalugaarsuit,BGET,QFG,
BGFD,heliport,Narsaq Kujalleq Heliport,60.00469354,-44.65693474,44,NA,GL,GL-U-A,Narsaq Kujalleq,BGFD,QFN,
BGGH,medium_airport,Godthaab / Nuuk Airport,64.19090271,-51.67810059,283,NA,GL,GL-U-A,Nuuk,BGGH,GOH,
BGGN,heliport,Qeqertarsuaq Heliport,69.25118199,-53.51487637,9,NA,GL,GL-U-A,Qeqertarsuaq Airport,BGGN,JGO,
BGIG,heliport,Iginniarfik,68.14722559,-53.17352772,50,NA,GL,GL-U-A,Iginniarfik,BGIG,QFI,
BGIK,heliport,Ikerassaarsuk Heliport,68.14088101,-53.44145894,165,NA,GL,GL-U-A,Ikerassaarsuk,BGIK,QRY,
BGIL,heliport,Ilimanaq Heliport,69.080915,-51.11431539,52,NA,GL,GL-U-A,Ilimanaq,BGIL,XIQ,
BGIT,heliport,Ikamiut Heliport,68.6342531,-51.83226228,49,NA,GL,GL-U-A,Ikamiut,BGIT,QJI,
BGJH,heliport,Qaqortoq Heliport,60.71568416,-46.02991864,53,NA,GL,GL-U-A,Qaqortoq,BGJH,JJU,
BGJN,small_airport,Ilulissat Airport,69.24320221,-51.05709839,95,NA,GL,GL-U-A,Ilulissat,BGJN,JAV,
BGKA,heliport,Kangaatsiaq Heliport,68.31265749,-53.46020758,17,NA,GL,GL-U-A,Kangaatsiaq,BGKA,QPW,
BGKK,small_airport,Kulusuk Airport,65.57360077,-37.12360001,117,NA,GL,GL-U-A,Kulusuk,BGKK,KUS,
BGKL,heliport,Upernavik Kujalleq Heliport,72.15274253,-55.53098559,92,NA,GL,GL-U-A,Upernavik Kujalleq,BGKL,UPK,
BGKT,heliport,Kitsissuarsuit Heliport,68.857926,-53.12329531,18,NA,GL,GL-U-A,Kitsissuarsuit,BGKT,QJE,
BGMQ,small_airport,Maniitsoq Airport,65.41249847,-52.93939972,91,NA,GL,GL-U-A,Maniitsoq,BGMQ,JSU,
BGNK,heliport,Niaqornaarsuk Heliport,68.23638115,-52.85214812,152,NA,GL,GL-U-A,Niaqornaarsuk,BGNK,QMK,
BGNN,heliport,Nanortalik Heliport,60.14188398,-45.23297668,17,NA,GL,GL-U-A,Nanortalik,BGNN,JNN,
BGNS,heliport,Narsaq Heliport,60.91728273,-46.05992317,83,NA,GL,GL-U-A,Narsaq,BGNS,JNS,
BGP,small_airport,Bongo Airport,-2.1713,10.2088,120,AF,GA,GA-8,Bongo,,BGP,
BGPT,small_airport,Paamiut Airport,62.01473618,-49.67093658,120,NA,GL,GL-U-A,Paamiut,BGPT,JFR,
BGQE,heliport,Qeqertaq Heliport,69.99586111,-51.30091667,69,NA,GL,GL-U-A,Qeqertaq,BGQE,QQT,
BGQQ,small_airport,Qaanaaq Airport,77.48860168,-69.38870239,51,NA,GL,GL-U-A,Qaanaaq,BGQQ,NAQ,
BGSC,heliport,Ittoqqortoormiit Heliport,70.48822882,-21.97167993,238,NA,GL,GL-U-A,Ittoqqortoormiit,BGSC,OBY,
BGSF,medium_airport,Kangerlussuaq Airport,67.0122219,-50.71160316,165,NA,GL,GL-U-A,Kangerlussuaq,BGSF,SFJ,
BGSQ,heliport,Saqqaq Heliport,70.01144815,-51.93214238,38,NA,GL,GL-U-A,Saqqaq,BGSQ,QUP,
BGSS,small_airport,Sisimiut Airport,66.95130157,-53.72930145,33,NA,GL,GL-U-A,Sisimiut,BGSS,JHS,
BGTL,medium_airport,Thule Air Base,76.53119659,-68.70320129,251,NA,GL,GL-U-A,Thule,BGTL,THU,
BGUK,small_airport,Upernavik Airport,72.79019928,-56.13059998,414,NA,GL,GL-U-A,Upernavik,BGUK,JUV,
BGUM,heliport,Uummannaq Heliport,70.68042793,-52.11163044,50,NA,GL,GL-U-A,Uummannaq,BGUM,UMD,
BGUQ,small_airport,Qaarsut Airport,70.73419952,-52.69620132,289,NA,GL,GL-U-A,Uummannaq,BGUQ,JQA,
BHL,small_airport,Bahía de los Ángeles Airport,28.97859955,-113.560997,34,NA,MX,MX-BCN,Bahía de los Ángeles,,BHL,
BHT,small_airport,Brighton Downs Airport,-23.36388889,141.5627778,390,OC,AU,AU-QLD,,,BHT,
BIAR,medium_airport,Akureyri Airport,65.66000366,-18.0727005,6,EU,IS,IS-6,Akureyri,BIAR,AEY,
BIBD,small_airport,Bildudalur Airport,65.64129639,-23.5461998,18,EU,IS,IS-4,Bildudalur,BIBD,BIU,
BIBF,small_airport,Borgarfjörður eystri Airport,65.5164032,-13.80500031,80,EU,IS,IS-7,Borgarfjörður eystri,BIBF,BGJ,
BIBK,small_airport,Bakkafjörður Airport,66.02189636,-14.82439995,14,EU,IS,IS-6,Bakkafjörður,BIBK,BJD,
BIBL,small_airport,Hjaltabakki Airport,65.64499664,-20.28750038,131,EU,IS,IS-5,Blönduós,BIBL,BLO,
BIBR,small_airport,Búðardalur Airport,65.07530212,-21.8003006,131,EU,IS,IS-3,Búðardalur,BIBR,BQD,
BIBV,small_airport,Breiðdalsvík Airport,64.79000092,-14.02280045,8,EU,IS,IS-7,Breiðdalsvík,BIBV,BXV,
BIDV,small_airport,Djúpivogur Airport,64.64420319,-14.28279972,9,EU,IS,IS-7,Djúpivogur,BIDV,DJU,
BIEG,medium_airport,Egilsstaðir Airport,65.28330231,-14.40139961,76,EU,IS,IS-7,Egilsstaðir,BIEG,EGS,
BIFF,small_airport,Fáskrúðsfjörður Airport,64.93170166,-14.06060028,15,EU,IS,IS-7,Fáskrúðsfjörður,BIFF,FAS,
BIFM,small_airport,Fagurhólsmýri Airport,63.87469864,-16.64109993,56,EU,IS,IS-7,Fagurhólsmýri,BIFM,FAG,
BIGF,small_airport,Grundarfjörður Airport,64.99140167,-23.22470093,17,EU,IS,IS-3,Grundarfjörður,BIGF,GUU,
BIGJ,small_airport,Gjögur Airport,65.99530029,-21.32690048,83,EU,IS,IS-4,Gjögur,BIGJ,GJR,
BIGR,small_airport,Grímsey Airport,66.5458,-18.0173,66,EU,IS,IS-6,Grímsey,BIGR,GRY,
BIHK,small_airport,Hólmavík Airport,65.70469666,-21.69639969,90,EU,IS,IS-4,Hólmavík,BIHK,HVK,
BIHN,medium_airport,Hornafjordur Airport,64.29560089,-15.22719955,24,EU,IS,IS-7,Hornafjordur,BIHN,HFN,
BIHT,small_airport,Holt Airport,66.01418043,-23.4416914,10,EU,IS,IS-4,Flateyri,BIHT,FLI,
BIHU,medium_airport,Husavik Airport,65.95230103,-17.4260006,48,EU,IS,IS-6,Husavik,BIHU,HZK,
BIHV,small_airport,Krókstaðarmelar Airport,65.2664032,-20.84690094,164,EU,IS,IS-5,Hvammstangi,BIHV,HVM,
BIID,small_airport,Ingjaldssanður Airport,66.05000305,-23.69610023,70,EU,IS,IS-4,Onundarfjörður,BIID,HLO,
BIIS,medium_airport,Ísafjörður Airport,66.05809784,-23.13529968,8,EU,IS,IS-4,Ísafjörður,BIIS,IFJ,
BIJ,closed,Biliau Airport,-5.578,146.339,50,OC,PG,PG-MPM,Biliau,,BIJ,
BIKF,large_airport,Keflavik International Airport,63.98500061,-22.60560036,171,EU,IS,IS-2,Reykjavík,BIKF,KEF,
BIKP,small_airport,Kópasker Airport,66.31079865,-16.4666996,20,EU,IS,IS-6,Kópasker,BIKP,OPA,
BIKR,small_airport,Sauðárkrókur Airport,65.73169708,-19.57279968,8,EU,IS,IS-5,Sauðárkrókur,BIKR,SAK,
BINF,small_airport,Norðfjörður Airport,65.13189697,-13.74639988,13,EU,IS,IS-7,Norðfjörður,BINF,NOR,
BIOF,small_airport,Ólafsfjörður Airport,66.08329773,-18.66670036,32,EU,IS,IS-6,Ólafsfjörður,BIOF,OFJ,
BIPA,medium_airport,Patreksfjordur Airport,65.55580139,-23.96500015,11,EU,IS,IS-4,Patreksfjordur,BIPA,PFJ,
BIRE,small_airport,Reykhólar Airport,65.45262909,-22.20611572,60,EU,IS,IS-4,Reykhólar,BIRE,RHA,
BIRF,small_airport,Rif Airport,64.91139984,-23.82309914,18,EU,IS,IS-3,Rif,BIRF,OLI,
BIRG,small_airport,Raufarhöfn Airport,66.40640259,-15.91829967,39,EU,IS,IS-6,Raufarhöfn,BIRG,RFN,
BIRK,medium_airport,Reykjavik Airport,64.12999725,-21.94059944,48,EU,IS,IS-1,Reykjavik,BIRK,RKV,
BIRL,small_airport,Reykjahlíð Airport,65.65579987,-16.91810036,1030,EU,IS,IS-6,Myvatn,BIRL,MVA,
BISI,medium_airport,Siglufjordur Airport,66.13330078,-18.91670036,10,EU,IS,IS-6,Siglufjordur,BISI,SIJ,
BIST,small_airport,Stykkishólmur Airport,65.05809784,-22.7942009,42,EU,IS,IS-3,Stykkishólmur,BIST,SYK,
BITE,small_airport,Þingeyri Airport,65.87030029,-23.55999947,65,EU,IS,IS-4,Þingeyri,BITE,TEY,
BITF,closed,Tálknafjörður Airport,65.676037,-24.006114,115,EU,IS,IS-4,Tálknafjörður,BITF,TLK,
BITH,closed,Sauðanes Airport,66.25060272,-15.26720047,,EU,IS,IS-6,,BITH,THO,
BITN,small_airport,Thorshofn Airport,66.21849823,-15.3355999,65,EU,IS,IS-6,Thorshofn,BITN,THO,
BIVM,medium_airport,Vestmannaeyjar Airport,63.42430115,-20.27890015,326,EU,IS,IS-8,Vestmannaeyjar,BIVM,VEY,
BIVO,small_airport,Vopnafjörður Airport,65.72059631,-14.85060024,16,EU,IS,IS-7,Vopnafjörður,BIVO,VPN,
BIZ,closed,Bimin Airport,-5.286111111,142.0330556,5775,OC,PG,PG-SAN,,,BIZ,BMN
BJE,small_airport,Baleela Airport,11.19944444,28.52305556,1690,AF,SD,SD-13,Baleela Base Camp,,BJE,
BJQ,small_airport,Bahja Airport,19.87305556,56.06777778,515,AS,OM,OM-WU,Bahja,,BJQ,
BJT,seaplane_base,Bentota River Waterdrome,6.431,79.996,,AS,LK,LK-1,Bentota,,BJT,
BKPR,large_airport,Priština International Airport,42.57279968,21.03580093,1789,EU,KS,KS-U-A,Prishtina,BKPR,PRN,
BLW,closed,Bellows AFS (Bellows Field),21.37083333,-157.7138889,5,NA,US,US-HI,Waimanalo,,BLW,
BMH,small_airport,Bomai Airport,-6.373166667,144.637,3300,OC,PG,PG-CPK,Bomai,AYBO,BMH,BOM
BMQ,small_airport,Bamburi Airport,-3.981909624,39.7307682,,AF,KE,KE-300,,HKBM,BMQ,
BMZ,small_airport,Bamu Airport,-7.8485,143.2433,50,OC,PG,PG-WPD,Bamu,AYBF,BMZ,BAMU
BNF,seaplane_base,Warm Spring Bay Seaplane Base,57.08879852,-134.8329926,,NA,US,US-AK,Baranof,,BNF,BNF
BNM,small_airport,Bodinumu Airport,-9.107777778,147.6667222,3700,OC,PG,PG-CPM,Bodinumu,AYBD,BNM,BNU
BNQ,closed,Baganga airport,7.611944444,126.5688889,42,AS,PH,PH-DAO,Baganga,,BNQ,
BNT,small_airport,Bundi Airport,-5.742222222,145.2275,4400,OC,PG,PG-MPM,Bundi,AYDI,BNT,BDI
BNV,closed,Boana Airport,-6.433,146.825,2950,OC,PG,PG-MPL,Boana,,BNV,
BNZ,closed,Banz Airport,-5.807,144.623,5150,OC,PG,PG-JI,Banz,,BNZ,
BO-0001,small_airport,Rurenabaque Airport,-14.42790031,-67.49680328,676,SA,BO,BO-B,Rurenabaque,SLRQ,RBQ,
BO-BVL,small_airport,Baures Airport,-13.58333302,-63.58333206,470,SA,BO,BO-B,Baures,SLBA,BVL,
BOF,heliport,Bolling Air Force Base,38.84289932,-77.01609802,20,NA,US,US-DC,Washington,KBOF,BOF,BOF
BOK,small_airport,Brookings Airport,42.07460022,-124.2900009,459,NA,US,US-OR,Brookings,BOK,BOK,BOK
BOQ,closed,Boku Airport,-6.5427,155.3419,225,OC,PG,PG-NSB,Boku,,BOQ,
BOT,small_airport,Bosset Airport,-7.240833333,141.0923333,80,OC,PG,PG-WPD,Bosset,AYET,BOT,BST
BOV,small_airport,Boang Airport,-3.3834,153.2812,85,OC,PG,PG-NIK,Boang Island,,BOV,BOG
BPF,small_airport,Batuna Aerodrome,-8.562027778,158.1193056,24,OC,SB,SB-WE,Batuna Mission Station,AGBT,BPF,
BQV,seaplane_base,Bartlett Cove Seaplane Base,58.4552002,-135.8849945,0,NA,US,US-AK,Gustavus,BQV,BQV,BQV
BR-0015,closed,Tucumã Airport,-6.7488,-51.1478,1060,SA,BR,BR-PA,Tucumã,,TUZ,
BR-ALT,small_airport,Alenquer Airport,-1.917,-54.7231,55,SA,BR,BR-PA,Alenquer,SDWQ,ALT,
